session_id,device_type,mouse_movement,touch_events,keyboard_events,click_events,scroll_events,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,device_motion,geolocation_city,ip_cluster,anomaly_score,label
session_3116,Mobile,5,8,10,5,0,31,1920x1080,Safari,en-US,1,landscape,1.52,Kolkata,ClusterC,0.429,0
session_3117,Mobile,2,3,7,7,0,49,1366x768,Safari,hi-IN,1,landscape,0.39,Mumbai,ClusterA,0.14,0
session_3118,Mobile,1,6,7,8,16,37,1366x768,Safari,en-US,3,none,0.84,Chennai,ClusterA,0.221,0
session_3119,PC,4,3,10,4,1,17,1440x900,Chrome,hi-IN,-3,portrait,0.89,Delhi,ClusterA,0.37,0
session_3120,Mobile,6,6,6,1,11,12,1440x900,Firefox,fr-FR,-2,portrait,1.3,Chennai,ClusterA,0.179,0
session_3121,PC,4,4,5,1,10,6,414x896,Edge,en-US,-5,portrait,0.26,Mumbai,ClusterB,0.069,0
session_3122,Mobile,0,0,6,9,7,51,360x640,Chrome,fr-FR,-6,landscape,1.6,Bangalore,ClusterA,0.372,0
session_3123,Mobile,4,0,5,4,18,50,414x896,Edge,hi-IN,-1,portrait,0.79,Mumbai,ClusterB,0.147,0
session_3124,PC,9,7,17,1,4,40,1366x768,Safari,hi-IN,14,none,0.77,Kolkata,ClusterA,0.105,0
session_3125,PC,8,3,8,5,10,18,1366x768,Firefox,hi-IN,3,landscape,1.04,Chennai,ClusterA,0.497,0
session_3126,PC,5,1,4,2,9,4,1366x768,Firefox,en-GB,13,none,1.24,Mumbai,ClusterC,0.518,0
session_3127,Mobile,5,4,3,4,2,47,1920x1080,Safari,en-GB,0,landscape,0.66,Chennai,ClusterC,0.437,0
session_3128,Mobile,5,5,2,2,12,42,414x896,Safari,fr-FR,9,landscape,1.38,Delhi,ClusterB,0.274,0
session_3129,Mobile,2,3,7,4,10,71,360x640,Chrome,fr-FR,-12,landscape,1.11,Unknown,ClusterA,0.819,1
session_3130,PC,5,3,4,2,17,75,1366x768,Chrome,en-GB,14,portrait,0.47,Unknown,ClusterA,0.37,0
session_3131,PC,7,1,6,8,14,78,1440x900,Safari,en-GB,-6,portrait,0.89,Bangalore,ClusterB,0.334,0
session_3132,PC,5,1,6,6,8,25,1366x768,Firefox,en-US,12,none,1.28,Delhi,ClusterA,0.202,0
session_3133,PC,5,4,12,4,14,17,1920x1080,Safari,fr-FR,-10,none,1.33,Mumbai,ClusterB,0.289,0
session_3134,PC,6,5,5,1,11,43,1366x768,Firefox,fr-FR,1,portrait,0.42,Bangalore,ClusterC,0.185,0
session_3135,Mobile,5,2,9,1,4,39,1920x1080,Firefox,fr-FR,-5,portrait,2.55,Chennai,ClusterC,0.298,0
session_3136,PC,4,3,6,1,8,30,360x640,Safari,hi-IN,1,portrait,1.14,Mumbai,ClusterB,0.176,0
session_3137,Mobile,2,4,9,4,17,46,1920x1080,Edge,en-US,8,landscape,0.8,Delhi,ClusterA,0.477,0
session_3138,Mobile,1,2,5,7,11,42,1366x768,Edge,en-GB,-4,portrait,0.81,Unknown,ClusterA,0.735,0
session_3139,Mobile,7,0,7,2,0,90,1920x1080,Safari,en-GB,6,landscape,1.1,Mumbai,ClusterA,0.013,0
session_3140,Mobile,3,2,5,2,18,167,1440x900,Chrome,en-GB,8,none,0.35,Mumbai,ClusterC,0.218,0
session_3141,PC,8,4,5,3,5,104,414x896,Chrome,en-GB,8,none,0.97,Chennai,ClusterB,0.187,0
session_3142,Mobile,7,9,8,9,4,26,1366x768,Edge,en-US,-3,portrait,0.34,Delhi,ClusterA,0.29,0
session_3143,PC,5,1,5,7,4,0,1440x900,Safari,hi-IN,11,landscape,0.87,Unknown,ClusterA,0.498,0
session_3144,Mobile,6,0,9,7,11,46,1920x1080,Firefox,hi-IN,6,landscape,1.31,Bangalore,ClusterA,0.18,0
session_3145,Mobile,4,2,6,5,13,14,1440x900,Safari,en-GB,12,portrait,1.02,Kolkata,ClusterC,0.324,0
session_3146,Mobile,3,4,6,1,6,50,1366x768,Chrome,fr-FR,6,landscape,0.62,Unknown,ClusterB,0.101,0
session_3147,Mobile,7,2,7,4,13,62,1440x900,Safari,en-US,1,none,1.18,Kolkata,ClusterB,0.225,0
session_3148,Mobile,8,2,10,6,0,26,1440x900,Firefox,hi-IN,12,portrait,1.02,Bangalore,ClusterB,0.487,0
session_3149,PC,6,2,10,8,15,204,1440x900,Firefox,en-GB,11,landscape,0.43,Kolkata,ClusterB,0.511,0
session_3150,Mobile,10,1,5,6,8,144,414x896,Safari,en-GB,11,none,1.82,Unknown,ClusterB,0.573,0
session_3151,PC,4,0,8,4,6,2,1440x900,Safari,fr-FR,9,landscape,0.67,Kolkata,ClusterC,0.268,0
session_3152,PC,2,3,4,9,1,6,1366x768,Firefox,fr-FR,-10,landscape,0.67,Unknown,ClusterB,0.381,0
session_3153,Mobile,3,3,11,3,6,157,414x896,Firefox,en-GB,-5,portrait,0.77,Delhi,ClusterA,0.313,0
session_3154,PC,3,3,4,3,6,50,1920x1080,Firefox,en-US,-4,none,0.94,Unknown,ClusterA,0.271,0
session_3155,Mobile,7,4,4,5,7,49,414x896,Chrome,hi-IN,-2,portrait,1.42,Bangalore,ClusterC,0.706,0
session_3156,Mobile,5,2,5,3,0,46,1920x1080,Edge,hi-IN,-8,landscape,0.83,Unknown,ClusterB,0.12,0
session_3157,Mobile,3,2,11,1,9,82,1920x1080,Edge,fr-FR,1,landscape,0.44,Kolkata,ClusterB,0.451,0
session_3158,Mobile,9,3,5,3,15,38,414x896,Chrome,hi-IN,-12,portrait,1.26,Delhi,ClusterC,0.455,0
session_3159,PC,3,2,9,2,8,5,360x640,Edge,en-GB,-11,none,1.81,Unknown,ClusterB,0.043,0
session_3160,Mobile,3,3,9,9,17,33,1366x768,Edge,en-GB,9,landscape,1.4,Bangalore,ClusterA,0.068,0
session_3161,Mobile,5,3,7,8,14,6,1920x1080,Safari,hi-IN,4,landscape,0.64,Unknown,ClusterC,0.215,0
session_3162,Mobile,5,4,9,8,4,6,1440x900,Firefox,en-US,-10,none,0.46,Mumbai,ClusterA,0.223,0
session_3163,PC,5,2,7,8,14,5,414x896,Firefox,fr-FR,-1,landscape,1.51,Kolkata,ClusterB,0.089,0
session_3164,PC,5,2,4,9,1,61,414x896,Firefox,en-GB,-4,landscape,0.84,Mumbai,ClusterC,0.695,0
session_3165,PC,9,3,5,8,4,114,1366x768,Firefox,en-US,-10,none,1.59,Unknown,ClusterB,0.449,0
session_3166,Mobile,4,3,9,5,6,171,414x896,Safari,hi-IN,2,landscape,1.12,Chennai,ClusterB,0.239,0
session_3167,Mobile,7,1,8,4,7,121,1366x768,Firefox,fr-FR,14,landscape,0.74,Mumbai,ClusterA,0.291,0
session_3168,PC,3,3,2,2,1,41,1920x1080,Firefox,en-GB,-11,none,1.21,Bangalore,ClusterB,0.069,0
session_3169,PC,6,2,3,8,10,57,1440x900,Edge,en-US,8,landscape,0.07,Unknown,ClusterA,0.576,0
session_3170,PC,6,3,5,8,0,2,1440x900,Edge,hi-IN,5,landscape,0.7,Delhi,ClusterB,0.107,0
session_3171,Mobile,3,3,5,9,3,43,1366x768,Edge,en-US,12,portrait,0.96,Kolkata,ClusterA,0.124,0
session_3172,Mobile,8,1,5,8,11,40,1440x900,Firefox,en-US,-4,none,0.76,Unknown,ClusterB,0.183,0
session_3173,PC,7,4,9,9,4,114,1440x900,Firefox,fr-FR,5,none,0.3,Mumbai,ClusterC,0.028,0
session_3174,Mobile,5,3,5,5,16,13,414x896,Firefox,en-GB,13,none,0.45,Chennai,ClusterA,0.2,0
session_3175,Mobile,6,0,7,2,18,52,360x640,Chrome,en-US,7,portrait,0.58,Mumbai,ClusterB,0.321,0
session_3176,PC,7,5,8,6,2,23,1440x900,Chrome,en-GB,1,portrait,0.9,Chennai,ClusterB,0.256,0
session_3177,Mobile,2,4,7,4,16,16,360x640,Chrome,en-US,-12,portrait,0.82,Chennai,ClusterC,0.213,0
session_3178,PC,2,2,11,7,13,120,414x896,Edge,en-GB,2,landscape,0.56,Unknown,ClusterC,0.24,0
session_3179,Mobile,6,0,12,6,17,9,414x896,Edge,hi-IN,5,portrait,1.15,Mumbai,ClusterC,0.39,0
session_3180,Mobile,5,4,6,5,15,28,360x640,Chrome,en-GB,11,landscape,1.05,Delhi,ClusterB,0.166,0
session_3181,Mobile,1,8,2,1,2,87,1366x768,Safari,en-GB,2,landscape,-0.0,Delhi,ClusterC,0.169,0
session_3182,PC,6,3,4,3,5,40,1920x1080,Safari,en-GB,1,portrait,0.82,Unknown,ClusterA,0.108,0
session_3183,PC,6,3,6,2,8,11,1366x768,Edge,en-GB,13,portrait,1.47,Unknown,ClusterC,0.31,0
session_3184,PC,4,3,9,3,3,22,360x640,Safari,hi-IN,-12,portrait,1.9,Bangalore,ClusterC,0.209,0
session_3185,PC,8,1,8,8,15,148,1366x768,Firefox,hi-IN,-6,portrait,0.97,Delhi,ClusterA,0.426,0
session_3186,PC,1,3,10,6,11,89,1920x1080,Firefox,fr-FR,3,portrait,0.82,Mumbai,ClusterC,0.383,0
session_3187,PC,4,2,6,1,14,21,360x640,Edge,fr-FR,-7,none,0.27,Kolkata,ClusterB,0.445,0
session_3188,PC,7,4,8,4,1,248,1440x900,Edge,en-GB,1,landscape,1.36,Delhi,ClusterC,0.306,0
session_3189,Mobile,0,6,9,4,12,54,360x640,Safari,en-GB,-7,landscape,0.66,Bangalore,ClusterA,0.162,0
session_3190,PC,4,1,5,9,9,1,1920x1080,Safari,en-GB,-9,portrait,0.2,Delhi,ClusterA,0.228,0
session_3191,Mobile,2,5,6,4,19,88,360x640,Safari,fr-FR,-11,portrait,1.28,Delhi,ClusterC,0.34,0
session_3192,Mobile,2,2,7,3,0,62,414x896,Chrome,en-GB,-9,landscape,1.87,Bangalore,ClusterC,0.125,0
session_3193,Mobile,2,6,6,2,9,7,1920x1080,Chrome,hi-IN,-9,none,0.76,Delhi,ClusterA,0.208,0
session_3194,Mobile,7,4,5,9,0,56,1920x1080,Firefox,fr-FR,-10,landscape,0.76,Delhi,ClusterC,0.356,0
session_3195,Mobile,6,3,5,5,4,44,1920x1080,Firefox,en-US,-7,portrait,1.21,Kolkata,ClusterA,0.338,0
session_3196,PC,1,3,7,4,8,20,360x640,Edge,en-GB,-5,none,0.75,Unknown,ClusterB,0.225,0
session_3197,Mobile,1,3,10,6,2,55,1920x1080,Edge,fr-FR,8,portrait,0.96,Bangalore,ClusterC,0.25,0
session_3198,Mobile,6,4,5,5,13,34,1920x1080,Edge,hi-IN,12,landscape,1.55,Chennai,ClusterC,0.26,0
session_3199,Mobile,3,4,4,1,1,77,1440x900,Edge,hi-IN,-11,landscape,0.83,Bangalore,ClusterC,0.186,0
session_3200,Mobile,5,2,13,4,15,70,414x896,Chrome,fr-FR,-7,portrait,0.85,Mumbai,ClusterA,0.166,0
session_3201,PC,1,1,8,2,3,0,360x640,Firefox,en-US,14,none,0.61,Kolkata,ClusterB,0.259,0
session_3202,PC,4,2,5,4,11,79,360x640,Edge,en-US,6,portrait,1.11,Bangalore,ClusterC,0.174,0
session_3203,Mobile,8,3,11,4,0,32,1440x900,Edge,en-GB,0,none,0.44,Mumbai,ClusterB,0.145,0
session_3204,PC,8,3,6,7,9,33,414x896,Safari,fr-FR,0,landscape,1.08,Bangalore,ClusterA,0.226,0
session_3205,PC,3,3,1,6,1,7,1366x768,Firefox,en-GB,-3,portrait,1.04,Unknown,ClusterA,0.125,0
session_3206,PC,4,1,4,7,9,30,360x640,Firefox,fr-FR,-3,none,0.81,Bangalore,ClusterB,0.317,0
session_3207,Mobile,9,4,4,2,14,10,1920x1080,Safari,fr-FR,13,landscape,0.9,Bangalore,ClusterC,0.092,0
session_3208,PC,3,0,5,8,17,0,414x896,Edge,en-GB,8,none,0.96,Unknown,ClusterA,0.204,0
session_3209,PC,8,4,8,5,3,30,414x896,Firefox,hi-IN,-11,portrait,0.72,Unknown,ClusterC,0.348,0
session_3210,Mobile,5,5,4,9,15,5,1440x900,Edge,en-US,-8,portrait,1.0,Chennai,ClusterA,0.242,0
session_3211,Mobile,6,3,2,5,9,127,360x640,Edge,en-US,-10,portrait,1.9,Bangalore,ClusterA,0.464,0
session_3212,Mobile,9,3,9,3,9,7,360x640,Firefox,hi-IN,10,landscape,1.77,Bangalore,ClusterA,0.523,0
session_3213,PC,3,1,11,5,13,145,414x896,Safari,en-US,5,none,0.77,Delhi,ClusterA,0.165,0
session_3214,Mobile,5,6,6,7,2,3,360x640,Edge,en-US,5,none,0.72,Chennai,ClusterC,0.351,0
session_3215,Mobile,6,4,5,6,14,17,1366x768,Chrome,en-GB,1,portrait,0.57,Chennai,ClusterC,0.174,0
session_3216,Mobile,4,2,5,9,12,4,414x896,Safari,en-GB,-7,none,1.19,Kolkata,ClusterB,0.525,0
session_3217,PC,3,3,7,6,6,61,1440x900,Chrome,en-GB,12,portrait,1.09,Unknown,ClusterC,0.612,0
session_3218,PC,6,3,8,5,3,82,360x640,Chrome,hi-IN,3,landscape,1.5,Kolkata,ClusterB,0.168,0
session_3219,Mobile,1,2,2,9,12,81,1440x900,Firefox,fr-FR,13,none,0.18,Kolkata,ClusterA,0.189,0
session_3220,Mobile,6,5,10,6,11,1,1440x900,Edge,en-GB,3,portrait,1.84,Unknown,ClusterA,0.281,0
session_3221,Mobile,5,0,1,2,17,15,1366x768,Firefox,fr-FR,9,portrait,0.86,Mumbai,ClusterB,0.218,0
session_3222,PC,6,1,6,8,17,57,1440x900,Safari,fr-FR,-1,landscape,0.48,Delhi,ClusterB,0.192,0
session_3223,PC,4,2,9,7,19,177,414x896,Safari,fr-FR,2,portrait,0.67,Kolkata,ClusterB,0.147,0
session_3224,Mobile,7,7,6,1,15,25,360x640,Chrome,fr-FR,-6,portrait,1.24,Delhi,ClusterA,0.351,0
session_3225,Mobile,7,2,9,8,13,136,414x896,Safari,en-US,-1,portrait,1.68,Mumbai,ClusterC,0.362,0
session_3226,PC,4,1,7,1,7,97,1366x768,Edge,en-GB,-1,none,0.14,Kolkata,ClusterC,0.237,0
session_3227,PC,3,1,7,9,11,42,414x896,Edge,en-US,12,none,0.69,Bangalore,ClusterC,0.106,0
session_3228,PC,7,4,5,3,19,9,1440x900,Chrome,en-GB,0,none,1.3,Bangalore,ClusterC,0.534,0
session_3229,Mobile,5,3,6,8,11,94,1440x900,Firefox,en-GB,-4,landscape,0.84,Mumbai,ClusterC,0.121,0
session_3230,PC,5,3,9,9,0,43,1920x1080,Chrome,en-US,7,none,0.81,Mumbai,ClusterA,0.355,0
session_3231,PC,1,4,8,1,10,4,1920x1080,Edge,en-US,8,none,0.68,Bangalore,ClusterC,0.34,0
session_3232,Mobile,5,5,9,8,4,8,1366x768,Safari,hi-IN,10,portrait,1.07,Bangalore,ClusterC,0.535,0
session_3233,Mobile,5,1,2,2,11,87,1366x768,Chrome,en-US,13,portrait,1.71,Delhi,ClusterB,0.186,0
session_3234,PC,5,3,8,5,11,186,1440x900,Safari,fr-FR,-1,portrait,1.06,Unknown,ClusterB,0.311,0
session_3235,Mobile,7,3,7,2,1,13,414x896,Edge,fr-FR,7,portrait,0.61,Mumbai,ClusterC,0.45,0
session_3236,Mobile,5,1,7,6,1,0,360x640,Firefox,en-GB,-3,portrait,0.37,Chennai,ClusterC,0.583,0
session_3237,PC,9,3,9,4,0,2,1440x900,Chrome,fr-FR,12,portrait,0.37,Unknown,ClusterC,0.268,0
session_3238,PC,4,2,13,9,13,16,1366x768,Safari,fr-FR,-6,none,1.38,Chennai,ClusterA,0.429,0
session_3239,PC,3,3,4,5,19,44,360x640,Safari,en-GB,0,none,0.91,Mumbai,ClusterC,0.33,0
session_3240,Mobile,6,5,5,6,13,19,1440x900,Chrome,hi-IN,13,landscape,1.42,Mumbai,ClusterB,0.148,0
session_3241,Mobile,7,4,11,2,18,126,414x896,Edge,fr-FR,-1,portrait,1.03,Kolkata,ClusterA,0.392,0
session_3242,Mobile,2,2,3,8,18,48,1366x768,Chrome,hi-IN,5,portrait,0.63,Delhi,ClusterC,0.477,0
session_3243,Mobile,7,4,7,5,3,54,1366x768,Firefox,en-US,5,portrait,1.4,Mumbai,ClusterC,0.252,0
session_3244,Mobile,6,5,4,7,18,112,414x896,Chrome,en-GB,6,landscape,1.45,Chennai,ClusterA,0.188,0
session_3245,Mobile,6,1,3,5,19,40,414x896,Firefox,hi-IN,-2,portrait,0.99,Chennai,ClusterB,0.08,0
session_3246,PC,5,1,14,2,3,184,1366x768,Firefox,fr-FR,-11,portrait,1.32,Delhi,ClusterA,0.236,0
session_3247,PC,9,1,10,2,17,122,1366x768,Chrome,en-GB,7,none,1.15,Delhi,ClusterA,0.235,0
session_3248,PC,6,3,8,9,8,68,1920x1080,Chrome,en-US,-5,portrait,2.11,Unknown,ClusterA,0.075,0
session_3249,Mobile,6,5,5,9,15,180,414x896,Firefox,en-US,-7,none,0.89,Kolkata,ClusterA,0.299,0
session_3250,PC,8,0,9,4,0,154,1366x768,Chrome,hi-IN,14,none,1.55,Unknown,ClusterC,0.074,0
session_3251,Mobile,2,3,6,4,15,1,1440x900,Safari,en-GB,-11,landscape,1.64,Chennai,ClusterB,0.564,0
session_3252,Mobile,2,5,8,9,9,19,1920x1080,Safari,hi-IN,-11,none,1.2,Unknown,ClusterC,0.186,0
session_3253,PC,2,5,9,6,9,76,1440x900,Safari,en-GB,-11,portrait,0.48,Unknown,ClusterB,0.12,0
session_3254,Mobile,4,2,5,3,8,72,1440x900,Safari,hi-IN,2,portrait,1.12,Kolkata,ClusterC,0.303,0
session_3255,Mobile,4,4,3,2,0,76,360x640,Edge,en-GB,-8,none,1.68,Kolkata,ClusterB,0.89,1
session_3256,Mobile,5,0,5,6,14,19,360x640,Edge,fr-FR,5,none,0.39,Delhi,ClusterC,0.296,0
session_3257,PC,5,5,12,8,18,43,1366x768,Edge,fr-FR,-7,landscape,0.33,Mumbai,ClusterC,0.273,0
session_3258,Mobile,7,2,9,9,19,86,1440x900,Firefox,hi-IN,13,portrait,1.38,Delhi,ClusterC,0.417,0
session_3259,PC,8,2,8,2,6,84,414x896,Safari,hi-IN,7,portrait,1.17,Mumbai,ClusterC,0.526,0
session_3260,Mobile,4,3,7,6,9,63,1440x900,Safari,en-GB,12,portrait,1.1,Unknown,ClusterC,0.406,0
session_3261,PC,8,1,4,8,19,121,360x640,Firefox,hi-IN,-1,none,0.19,Mumbai,ClusterA,0.272,0
session_3262,PC,4,1,6,5,6,1,360x640,Firefox,en-GB,11,landscape,0.86,Bangalore,ClusterA,0.218,0
session_3263,PC,6,2,10,8,4,154,1440x900,Firefox,hi-IN,-4,portrait,0.37,Mumbai,ClusterA,0.258,0
session_3264,Mobile,3,3,8,8,11,25,1366x768,Safari,hi-IN,-6,none,0.89,Mumbai,ClusterC,0.387,0
session_3265,Mobile,7,4,5,3,15,25,1366x768,Firefox,en-US,8,none,0.45,Bangalore,ClusterC,0.428,0
session_3266,Mobile,6,1,5,6,7,25,414x896,Safari,en-GB,5,none,1.78,Unknown,ClusterA,0.202,0
session_3267,Mobile,7,2,8,7,18,132,1366x768,Chrome,fr-FR,-10,landscape,1.0,Chennai,ClusterB,0.092,0
session_3268,Mobile,4,2,8,3,15,3,1440x900,Firefox,hi-IN,-2,none,0.98,Kolkata,ClusterA,0.047,0
session_3269,Mobile,5,4,12,9,11,28,1440x900,Firefox,hi-IN,11,none,0.98,Unknown,ClusterC,0.169,0
session_3270,Mobile,6,2,7,1,2,61,1920x1080,Chrome,fr-FR,0,none,0.22,Delhi,ClusterC,0.131,0
session_3271,Mobile,4,1,10,3,12,26,414x896,Firefox,en-GB,6,none,0.84,Bangalore,ClusterA,0.267,0
session_3272,PC,5,3,6,8,3,105,414x896,Firefox,hi-IN,6,portrait,1.8,Bangalore,ClusterC,0.431,0
session_3273,Mobile,7,2,8,2,11,39,1366x768,Firefox,fr-FR,5,portrait,1.41,Mumbai,ClusterC,0.184,0
session_3274,PC,3,7,6,3,5,108,414x896,Chrome,hi-IN,-2,portrait,0.95,Kolkata,ClusterB,0.082,0
session_3275,PC,5,3,4,9,7,41,1440x900,Safari,en-GB,9,none,1.53,Bangalore,ClusterB,0.182,0
session_3276,PC,3,4,10,6,7,64,1440x900,Edge,fr-FR,11,none,2.53,Delhi,ClusterA,0.356,0
session_3277,PC,5,2,4,7,9,100,1366x768,Firefox,hi-IN,5,portrait,0.71,Unknown,ClusterA,0.253,0
session_3278,Mobile,4,1,4,9,5,25,1366x768,Firefox,en-GB,-11,landscape,1.32,Chennai,ClusterA,0.18,0
session_3279,PC,8,2,4,4,1,30,360x640,Chrome,hi-IN,8,none,1.38,Delhi,ClusterB,0.314,0
session_3280,Mobile,2,7,6,2,3,29,360x640,Firefox,en-GB,2,landscape,0.48,Bangalore,ClusterC,0.373,0
session_3281,PC,6,0,6,6,16,14,1440x900,Chrome,en-GB,-12,landscape,0.16,Chennai,ClusterA,0.281,0
session_3282,Mobile,4,1,6,8,15,54,1366x768,Edge,en-US,4,portrait,1.22,Mumbai,ClusterA,0.28,0
session_3283,Mobile,4,1,5,5,16,45,360x640,Edge,en-US,8,landscape,1.36,Kolkata,ClusterB,0.054,0
session_3284,Mobile,3,3,5,7,7,20,360x640,Firefox,en-US,-3,portrait,1.13,Delhi,ClusterA,0.278,0
session_3285,PC,3,1,10,3,10,191,414x896,Firefox,fr-FR,-11,portrait,1.98,Unknown,ClusterA,0.035,0
session_3286,Mobile,6,2,11,6,19,63,1920x1080,Edge,en-US,-8,portrait,2.01,Delhi,ClusterB,0.226,0
session_3287,Mobile,4,2,9,3,8,41,360x640,Firefox,fr-FR,13,landscape,0.32,Kolkata,ClusterC,0.363,0
session_3288,PC,4,5,8,1,16,180,1920x1080,Edge,en-GB,6,portrait,0.99,Kolkata,ClusterA,0.235,0
session_3289,Mobile,4,2,5,2,8,9,1440x900,Safari,en-US,-12,none,1.08,Kolkata,ClusterB,0.43,0
session_3290,PC,6,6,10,2,9,169,360x640,Firefox,hi-IN,14,portrait,1.0,Mumbai,ClusterC,0.445,0
session_3291,PC,6,2,7,3,12,67,1440x900,Edge,en-US,-12,landscape,0.74,Bangalore,ClusterB,0.187,0
session_3292,Mobile,5,1,6,8,15,108,414x896,Chrome,fr-FR,13,none,1.04,Bangalore,ClusterB,0.393,0
session_3293,Mobile,9,4,8,1,13,74,360x640,Firefox,en-GB,12,none,1.96,Unknown,ClusterC,0.13,0
session_3294,Mobile,4,1,9,9,12,17,1366x768,Edge,fr-FR,-11,portrait,1.22,Delhi,ClusterA,0.16,0
session_3295,PC,3,2,9,6,7,169,1366x768,Firefox,en-US,12,portrait,0.07,Delhi,ClusterC,0.027,0
session_3296,PC,1,3,11,6,14,29,414x896,Safari,hi-IN,13,landscape,1.16,Chennai,ClusterC,0.542,0
session_3297,PC,3,7,10,3,12,4,414x896,Firefox,hi-IN,13,portrait,-0.11,Kolkata,ClusterC,0.172,0
session_3298,PC,7,6,5,5,3,8,1366x768,Safari,hi-IN,-7,portrait,0.76,Chennai,ClusterC,0.247,0
session_3299,Mobile,2,3,8,5,15,46,1366x768,Firefox,en-US,-2,none,0.82,Bangalore,ClusterB,0.883,1
session_3300,Mobile,7,5,8,3,16,67,1440x900,Edge,en-GB,1,landscape,0.49,Mumbai,ClusterC,0.368,0
session_3301,PC,5,4,14,7,17,48,1366x768,Chrome,fr-FR,-1,landscape,1.88,Unknown,ClusterB,0.444,0
session_3302,PC,2,2,5,4,16,38,1920x1080,Edge,en-US,13,none,1.71,Chennai,ClusterC,0.966,1
session_3303,Mobile,11,4,7,1,15,70,1920x1080,Safari,fr-FR,11,none,1.01,Kolkata,ClusterA,0.226,0
session_3304,PC,10,5,9,7,6,101,1920x1080,Edge,en-GB,-5,none,1.44,Unknown,ClusterA,0.238,0
session_3305,PC,3,5,13,1,16,12,360x640,Edge,en-GB,13,none,0.9,Chennai,ClusterB,0.045,0
session_3306,PC,8,5,12,9,10,24,360x640,Edge,en-GB,3,portrait,1.42,Bangalore,ClusterC,0.07,0
session_3307,Mobile,3,3,3,7,16,81,1366x768,Firefox,hi-IN,-8,landscape,1.21,Unknown,ClusterC,0.39,0
session_3308,Mobile,4,0,8,7,10,91,360x640,Chrome,hi-IN,14,portrait,1.71,Kolkata,ClusterA,0.377,0
session_3309,PC,8,5,6,4,13,57,1366x768,Safari,hi-IN,-12,portrait,1.21,Bangalore,ClusterB,0.096,0
session_3310,PC,5,3,8,5,0,79,414x896,Edge,en-US,13,landscape,0.79,Bangalore,ClusterA,0.011,0
session_3311,PC,8,3,6,8,0,46,414x896,Chrome,en-GB,8,landscape,0.71,Delhi,ClusterC,0.084,0
session_3312,PC,6,0,6,2,10,22,414x896,Chrome,en-US,2,none,1.21,Unknown,ClusterC,0.444,0
session_3313,PC,2,3,8,5,3,105,1920x1080,Chrome,fr-FR,4,portrait,0.85,Kolkata,ClusterB,0.271,0
session_3314,Mobile,6,4,13,9,4,213,1440x900,Edge,en-US,9,portrait,2.73,Bangalore,ClusterB,0.439,0
session_3315,Mobile,8,5,2,8,5,4,1366x768,Safari,hi-IN,-7,portrait,0.95,Chennai,ClusterB,0.321,0
session_3316,PC,6,2,12,4,15,27,360x640,Edge,hi-IN,-5,none,0.03,Unknown,ClusterC,0.431,0
session_3317,Mobile,4,7,4,9,14,21,1440x900,Safari,fr-FR,-10,portrait,0.3,Unknown,ClusterA,0.177,0
session_3318,PC,6,4,6,3,18,53,1366x768,Edge,hi-IN,-6,none,0.32,Mumbai,ClusterA,0.54,0
session_3319,PC,8,5,4,3,16,60,1440x900,Safari,hi-IN,-4,none,1.52,Chennai,ClusterB,0.324,0
session_3320,Mobile,3,2,6,6,13,146,1440x900,Edge,en-US,-3,portrait,0.85,Delhi,ClusterA,0.347,0
session_3321,PC,3,3,10,9,10,47,414x896,Firefox,hi-IN,6,none,0.89,Kolkata,ClusterC,0.389,0
session_3322,PC,8,9,2,6,3,90,1366x768,Edge,en-US,10,none,0.9,Delhi,ClusterB,0.395,0
session_3323,PC,5,2,9,9,0,35,1366x768,Chrome,hi-IN,-9,none,0.71,Unknown,ClusterB,0.165,0
session_3324,PC,5,4,8,6,19,91,360x640,Safari,en-US,-7,portrait,1.05,Kolkata,ClusterA,0.422,0
session_3325,Mobile,3,3,8,3,13,17,414x896,Chrome,hi-IN,9,none,0.23,Unknown,ClusterA,0.126,0
session_3326,PC,4,4,6,6,3,83,414x896,Edge,en-US,6,landscape,1.06,Delhi,ClusterB,0.256,0
session_3327,Mobile,5,2,5,8,2,24,414x896,Safari,en-GB,10,portrait,0.7,Delhi,ClusterB,0.217,0
session_3328,Mobile,7,3,12,3,3,1,1920x1080,Edge,fr-FR,10,landscape,1.02,Kolkata,ClusterC,0.45,0
session_3329,Mobile,4,6,11,9,3,4,1440x900,Chrome,en-GB,5,none,0.61,Kolkata,ClusterB,0.246,0
session_3330,Mobile,5,3,10,1,1,8,1440x900,Safari,en-GB,4,landscape,1.39,Bangalore,ClusterB,0.199,0
session_3331,PC,7,2,3,6,8,152,1440x900,Edge,hi-IN,7,portrait,2.08,Chennai,ClusterC,0.305,0
session_3332,PC,6,2,9,7,3,1,414x896,Safari,fr-FR,-12,portrait,1.0,Unknown,ClusterB,0.326,0
session_3333,Mobile,3,5,9,9,2,37,1440x900,Chrome,en-US,5,none,0.31,Mumbai,ClusterA,0.562,0
session_3334,PC,5,3,0,7,9,27,1366x768,Edge,hi-IN,-12,none,0.55,Unknown,ClusterA,0.181,0
session_3335,PC,4,3,9,5,0,15,360x640,Chrome,en-US,7,landscape,0.64,Unknown,ClusterA,0.235,0
session_3336,PC,4,4,5,2,19,62,1920x1080,Edge,en-US,-12,landscape,0.41,Bangalore,ClusterC,0.459,0
